base_spirits,name,url,name_words,description,image,ingredients,Length
['vodka'],bay breeze,https://www.thespruceeats.com/bay-breeze-recipe-761000,"['bay', 'breeze']","The bay breeze is a simple mixed drink that brings the tropical taste of pineapple into the popular mix of vodka and cranberry. It is an easy, delicious, and refreshing drink that can be mixed up in a minute and is a cocktail recipe that every bartender should know. Fortunately, it's incredibly easy to memorize! Like the other ""duo"" and ""trio"" drinks that mix vodka with fruit juice, the bay breeze (also called a Hawaiian sea breeze or a downeaster) is an uncomplicated highball recipe. It requires your favorite vodka and equal parts of cranberry and pineapple juices to fill the glass. Despite its simplicity, the bay breeze packs a flavorful punch and is a fun everyday drink. There are also a number of options for giving it a quick twist.",https://www.thespruceeats.com/thmb/KXXP9QsXlcNWdfQBvAICHpO38DU=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/bay-breeze-recipe-761000-14-5b45054946e0fb0037c4bd0c.jpg,"['2 ounces vodka', '3 ounces cranberry juice', '3 ounces pineapple juice', 'Garnish: lime wedge']",4
['rum'],beachcomber,https://www.thespruceeats.com/beachcomber-cocktail-recipe-759281,['beachcomber'],"The beachcomber is a fun and simple rum cocktail that offers an interesting mix of flavors which are most enjoyable on summer evenings. This drink is best described as a maraschino-flavored daiquiri. Despite only using a small amount of maraschino liqueur, the dry cherry taste comes to the forefront of this otherwise transparent drink, giving it a nice, lively touch. This recipe is a close adaptation of the original beachcomber as printed in ""Trader Vic's Bartender's Guide"" (1947). That recipe called for the drink to be  blended with 1 cup of ice. Whether shaken or frozen, it's hard to deny that is a great drink.",https://www.thespruceeats.com/thmb/Ct3rFwbb81vi6zL0q8mvfmbtabo=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/beachcomber-cocktail-58a472e83df78c4758612480.jpg,"['2 ounces light rum', '3/4 ounce triple sec', '3/4 ounce lime juice', '2 dashes maraschino liqueur', 'Optional: 1/4 teaspoon simple syrup']",5
['whiskey'],beatnik,https://www.thespruceeats.com/the-beatnik-cocktail-recipe-761508,['beatnik'],"The popular Italian bitter known as Averna is an excellent cocktail mixer. It shines in sophisticated drinks and the beatnik is one of the best Averna cocktail recipes you'll find. This complex cocktail was created by mixologist Duggan McDonnell for Averna. It requires just three ingredients, though each brings its own a fascinating an array of flavors to the mix. The tawny port wine offers a slight sweetness, the bourbon brings in a warming oak, and Averna gives it an herbal and bittersweet undertone. Since both Averna and port are digestifs, the beatnik is an ideal after-dinner drink. You'll find it to be an amazing follow-up to a steak dinner and a fabulous way to end any meal with family and friends.",https://www.thespruceeats.com/thmb/3U-LkoYjNswxZfGsDBsLLma4oxg=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/TheBeatnikCocktail-5bafc44cc9e77c0026fd1da3.jpg,"['1/2 ounce tawny port', '1 1/2 ounces Averna', '1 ounce bourbon whiskey', 'Garnish: flamed orange peel']",4
['brandy'],beautiful,https://www.thespruceeats.com/cognac-grand-marinier-759411,['beautiful'],"The Beautiful is a simply beautiful way to enjoy a very nice Cognac. It goes along with the theory of the B&B and is nearly as popular. It is in these two drinks that one can see the beauty of simplicity, even the absence of ice allows the drinks to come together in a true, unadulterated way. This is also where you can feel free to bring out the nicer cognacs. It allows you to appreciate the good stuff without diluting it with unnecessary mixers. The Beautiful drink is the same as the French Connection No. 2. While some drinkers prefer adding a single ice cube, it's most often served neat.",https://www.thespruceeats.com/thmb/rE9OMdiiEf4UKrBal09lncCLsIk=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/_cognac-grand-marinier-759411-hero-5bb7cbc146e0fb0026ad3a6d.jpg,"['1 ounce Cognac', '1 ounce Grand Marnier']",2
['jagermeister'],bed of roses,https://www.thespruceeats.com/bed-of-roses-cocktail-recipe-759588,"['bed', 'of', 'roses']","Don't let the liqueur in the Bed of Roses scare you, it is actually a very lovely cocktail. The Jagermeister adds depth to this sweet and sour mix and everything balances out for a tasty sipper. As always, you will find that fresh lemon and lime are better and, if you can take it on, try out some homemade grenadine.",https://www.thespruceeats.com/thmb/5F9nwBPbRr85ismax7MFHYSzfSc=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/cosmopolitan-cocktail-185307231-583867425f9b58d5b18ea589.jpg,"['1 1/2 parts Jagermeister', '2 parts lemon juice', '1 part grenadine syrup', '1/2 part lime juice', 'Garnish: lime slice', 'Garnish: cherry']",6
['gin'],bee's knees,https://www.thespruceeats.com/bees-knees-cocktail-recipe-760010,"['bees', 'knees']","The Bee's Knees is a fun and very easy cocktail from the Prohibition era. Some stories claim that the drink was concocted because the honey masked the odor of the liquor. While that may be the case, one has to wonder if it really did the trick given some of the stories about the often pungent bathtub gins circulating during that time. None the less, with today's variety of gins, the Bee's Knees is a delightful cocktail that you can experiment with. A London dry gin will create a completely different profile than one of the new American-style gins. Each gin has their own blend of botanicals that will be accented quite nicely with the lemon and honey, so it's a different experience with every drink.",https://www.thespruceeats.com/thmb/Vvwc82hv09mAa-EcDtR8c6xuB8s=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/_bees-knees-cocktail-recipe-760010-new-hero-02-5bca28a9c9e77c0051cb0789.jpg,"['2 ounces gin', '3/4 ounce honey syrup', '1/2 ounce fresh lemon juice']",3
['whiskey'],"beer, bourbon and barbecue cocktail",https://www.thespruceeats.com/beer-bourbon-and-barbecue-cocktail-recipe-4156984,"['beer', 'bourbon', 'and', 'barbecue', 'cocktail']","The annual Beer, Bourbon, and Barbecue Festivals prove that the three things are great together, but what happens when we combine the trio into a single glass? Strange and wonderful things! And that is exactly what you'll find in the beer, bourbon, and barbecue cocktail. The drink is the creation of the Bourbon Blog's Tom Fischer and Louisville mixologist Steven Dennison. It was designed specifically for the series of festivals held throughout the year in various U.S. cities. The concoction includes bourbon, honey liqueur, hefeweizen-style beer, and water flavored with barbecue sauce. It is, admittedly, a very unusual drink and will not be to everyone's liking. However, it is fun to try and you have to appreciate how the team brought together these three very distinct flavors.",https://www.thespruceeats.com/thmb/1uLnRElozoAA_1IyGn3UwiVBHTg=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/BeerBourbonBBQ-162524909-589ea12e5f9b58819c9bf4dd.jpg,"['For the BBQ Water:', ""1 (19-ounce) bottle barbecue sauce (Jack Daniel's Honey Smokehouse)"", '19 ounces hot water (about 2 1/3 cups)', 'For the Cocktail:', ""1 1/2 ounces bourbon whiskey (Maker's Mark)"", '1 ounce honey whiskey liqueur (Evan Williams Honey Reserve)', '1 ounce BBQ water', '1/4 whole orange (juiced)', 'Garnish: 1 (12-ounce) bottle hefeweizen beer (Shiner)']",9
['rum'],belladonna,https://www.thespruceeats.com/belladonna-cocktail-recipe-760494,['belladonna'],"The belladonna is one of the easiest tiki-style cocktails you can make. All you have to remember is that the five ingredients (two  types of rum and three juices) are poured equally, shaken, and strained over ice. The result is a quick rum fruit punch. The beauty of this mix is its simplicity. It offers the refreshingly sweet-sour taste of cranberry, orange, and pineapple juices. When that blend is backed up by both a dark and light rum, the drink has a wonderful depth of flavor that's hard to beat.",https://www.thespruceeats.com/thmb/TqNiPx8bIQ0HXOCBagvyfRh2c18=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Belladonna-Cocktail-56a172823df78cf7726aba7c.jpg,"['1 ounce dark rum', '1 ounce light rum', '1 ounce orange juice', '1 ounce cranberry juice', '1 ounce pineapple juice']",5
['champagne'],bellini,https://www.thespruceeats.com/bellini-cocktail-recipe-759283,['bellini'],"The Bellini is a popular sparkling wine cocktail that puts a peachy twist on your favorite wine. It's a very easy recipe and a lot of fun to share, especially when you have a few friends over for brunch cocktails. It makes a nice dinner drink, too. The story behind the Bellini is that is was created in 1948 at Harry's Bar in Venice, Italy by bartender Giuseppe Cipriani. It was named after the Italian Renaissance painter Giovanni Bellini. Supposedly, the drink's color reminded Cipriani of the painter's preferred warm and subdued color palette. Originally, the Bellini used Prosecco and it is still made that way in Italy. Elsewhere, it is often made with Champagne, which tends to be drier (unless you choose a sec or demi-sec wine). Any sparkling wine will do, though. For the peach flavor, a puree of fresh white peaches is best and traditional; out of season, canned peaches will work. But again, there are other options so you can choose whatever's easiest for you.",https://www.thespruceeats.com/thmb/Z7pKmwmZgRqYHCA3k5yfLaGQ030=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/screenshot-11-58ee4dfc3df78cd3fc217b12.png,"['For the Peach Puree:', '4 peaches (white; pitted, quartered)', '3 ice cubes', '1 teaspoon lemon juice', '1/2 tablespoon sugar (or 3/4 ounce simple syrup; to taste)', 'For the Cocktail:', '2 ounces peach puree', '4 ounces sparkling wine ( Prosecco; chilled)', 'Garnish: peach slice']",9
['whiskey'],belmont breeze,https://www.thespruceeats.com/belmont-breeze-cocktail-recipe-761412,"['belmont', 'breeze']","Dale ""King Cocktail"" DeGroff created the Belmont breeze in 1997 and it became the official drink of the Belmont Stakes. The recipe replaced the white carnation and has since been replaced by the Belmont jewel. In no way does that take away from the greatness of this cocktail, either. The Belmont breeze is a fun and lightly fruity cocktail with a bourbon and sherry base. It's easy to mix up and is a cocktail that you can enjoy beyond a day of watching the horses.",https://www.thespruceeats.com/thmb/_RGgFjIdh-5CoU5Jaq5pLhY6RcQ=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Belmont-Breeze2-Cocktail-58f52df15f9b581d59d0adad.jpg,"['1 1/2 ounces bourbon whiskey (or rye whiskey)', '1/2 ounce sherry (medium dry)', '1/2 ounce lemon juice (fresh)', '1/2 ounce simple syrup', 'Splash orange juice', 'Splash cranberry juice', '5 mint leaves', 'Garnish: mint sprig', 'Garnish: orange peel or slice']",9
['whiskey'],belmont jewel,https://www.thespruceeats.com/woodford-reserve-belmont-jewel-recipe-761402,"['belmont', 'jewel']","Horse racing and whiskey cocktails go hand-in-hand. Every race has their own official cocktail and they almost always include bourbon. The third leg of horse racing's Triple Crown, the Belmont Stakes has had a number of 'official' drinks and this Belmont Jewel is one of them (more on that below the recipe). This particular recipe features the smooth flavor of Woodford Reserve. The drink is simple and delicious. It is a mix of bourbon whiskey with lemonade and pomegranate juice and it is perfect for any occasion with uses far beyond the June race. It is also an easy recipe to transform into a punch and serve by the pitcher-full to a thirsty crowd.",https://www.thespruceeats.com/thmb/8wNjpQ05lS_jmi53ASAJVZc2KjU=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/woodford-reserve-belmont-jewel-recipe-761402-hero-5be1f8c8c9e77c00512012c6.jpg,"['1 1/2 ounces Woodford Reserve Bourbon Whiskey', '2 ounces lemonade', '1 ounce pomegranate juice', 'Garnish: lemon wedge or cherry']",4
['vodka'],berried treasure,https://www.thespruceeats.com/the-berried-treasure-recipe-760981,"['berried', 'treasure']","What we have here is another cocktail that looks a little odd on 'paper,' though I think you will find the taste to be quite interesting. It was created by New York City Mixologist Hal Wolin for the release of New Amsterdam Red Berry Vodka. The interesting thing about this cocktail is the inclusion of both creme de cacao and lemonade. The berry-flavored vodka is a natural pairing for the chocolate-vanilla liqueur, but lemonade is a stretch. However, Wolin makes it work in this drink and it is a fascinating mix I encourage you to try.",https://www.thespruceeats.com/thmb/VqAW_J282NHs2MsAArsoADnxOCM=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Berried-Treasure-56a16f9d3df78cf7726a9ffe.jpg,"['1 1/2 ounces vodka (New Amsterdam Red Berry Vodka)', '3/4 ounce lemonade', '3/4 ounce creme de cacao (white)', 'Garnish: lemon peel']",4
['vodka'],berry bliss,https://www.thespruceeats.com/midori-berry-bliss-recipe-760962,"['berry', 'bliss']","The Midori Berry Bliss is a spirited, flavorful, and fruity punch that is perfect for summer parties. Its bright green color adds a flair to any festivity. Also, the mix of melon, vanilla, raspberry, and pineapple is a taste that will please any palate. This recipe is very easy to mix up and it is written in parts so it can quickly be adjusted to fit the size of party you're hosting. You can even make it for just a few people and serve it in a pitcher or whip up a single drink for yourself on a casual summer afternoon.",https://www.thespruceeats.com/thmb/2e186nsPkxk7slKkXL9UI_DnWmw=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/BerryBlissPunch-124814353-58a4b0043df78c4758cfa9fe.jpg,"['1 1/2 parts Midori Melon Liqueur', '1 part vanilla vodka', '1/2 part Skyy Raspberry Infusions Vodka', '1/8 part pineapple juice (or, to taste)', '1/8 part soda water (or sparkling wine, to taste)']",5
['vodka'],berry white,https://www.thespruceeats.com/berry-white-cocktail-recipe-761002,"['berry', 'white']","Sweet, delicious, and a beautiful shade of blue, the berry white is a vodka martini you will not want to miss. This fun cocktail recipe mixes fruity flavors with a delicate chocolate accent and it is a fabulous addition to any party. The blue color of the cocktail comes from UV Blue, that tempting raspberry-flavored vodka which stands out from all the rest in the bar and liquor store. In this recipe, it is accented with orange and lime flavors along with a little creme de cacao for a hint of chocolate. The result is a semi-sweet drink that is perfect for dessert or anytime you want a simple but impressive blue martini.",https://www.thespruceeats.com/thmb/3sWe5ugOFBR5g_yhf8Z1l4cl1Eg=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Berry-White-Cocktail-5b5f524146e0fb0050eb6f7e.jpg,"['1 1/2 ounce raspberry vodka (UV Blue)', '1/2 ounce creme de cacao (white)', '1/2 ounce triple sec', '1/2 ounce lime juice']",4
['agavero'],besame,https://www.thespruceeats.com/besame-kiss-me-cocktail-recipe-759590,['besame'],"Most people call this cocktail Between the Sheets, though you may hear it referred to as a Maiden's Prayer as well. By either name, it's a sexy little drink in which rum and brandy get together for some fun. If you enjoy the famous Sidecar, be sure to give this one a try. The Between the Sheets is a classic cocktail with real style. It's thought to have been created in the 1920s at Harry's New York Bar in Paris. This was a hotspot for great cocktails like the French 75 and the Monkey Gland, among many others. The brandy and rum combination is a very nice mix. It's one that we see often in classics such as the Boston Sidecar and Embassy Cocktail. Here, it is delicately enhanced with triple sec and lemon juice, making it one of the simplest and most satisfying cocktails you will find.",https://www.thespruceeats.com/thmb/hieOpulb7aSLVJ_i_jyU8PKLKPE=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/between-the-sheets-5a8f3640d8fdd50037c0b73c.jpg,"['1 ounce brandy', '1 ounce light rum', '1 ounce triple sec', '1/2 ounce lemon juice', 'Garnish: lemon twist']",5
"['brandy', 'rum']",between the sheets,https://www.thespruceeats.com/between-the-sheets-cocktail-recipe-759286,"['between', 'the', 'sheets']","If you thought that modern cocktails were the only drinks to have exciting flavor combinations and unique garnishes, introduce yourself to the Biltmore cocktail. This is a classic gin martini that pairs sweet vermouth and fresh pineapple with just a hint of maraschino to create an interesting little drink. This recipe is adapted from the 1936 edition of ""Just Cocktails."" Among all those classic recipes, this one was most intriguing because it not only features fresh pineapple but also includes a maraschino-soaked hazelnut. As happens many times in vintage bartending guides, the recipe was a little vague on preparation (they're often ingredients only). Interpretation is required, so the ""pineapple chunk"" it lists is best when muddled which lets you release most of its fresh juice and shaking the drink creates a nicely balanced mix.",https://www.thespruceeats.com/thmb/y2FdF8uwHin7dUfuvw5L33xcM7I=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Biltmore-Cocktail-56a16fd85f9b58b7d0bf4776.jpg,"['1 piece pineapple (about a 1-inch cube)', '2 ounces gin', '1 ounce sweet vermouth', 'Dash maraschino liqueur', 'Garnish: hazelnut soaked in maraschino']",5
['gin'],biltmore,https://www.thespruceeats.com/classic-biltmore-cocktail-recipe-760058,['biltmore'],"If you look around, you will find countless recipes for a drink called the Bishop Cocktail. Most are a sort of red wine and fruit punch that is a bit like a simplified Sangria. It's a nice drink, but there's another Bishop Cocktail that you should know as well. The Bishop is a classic cocktail and it is a little more interesting than the popular modern drinks under the name. This one comes from the 1935 printing of ""The Old Waldorf-Astoria Bar Book"" by A.S. Crockett. The famous bartending guide actually includes two versions, one for a single serving and one a punch recipe. What the classic Bishops have that most modern recipes do not is rum and it makes a world of difference. It takes the drink from a dressed up glass of wine into the cocktail world. It's a simple little change but an important one because the rum adds depth to the flavor. No matter how you make it, the Bishop is an enjoyable cocktail and one that drinkers of all tastes will appreciate.",https://www.thespruceeats.com/thmb/K0bbP2xulL3w8049ClbEn58ArSQ=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/BishopCocktail-184275731-56a1727e5f9b58b7d0bf5e2e.jpg,"['3 ounces rum', '1 ounce red wine', '1 teaspoon simple syrup', '1/2 lime (juice of)']",4
['rum'],bishop cocktail,https://www.thespruceeats.com/bishop-cocktail-recipe-760497,"['bishop', 'cocktail']","The black and blue beer drink is a brand-specific variation of the black and tan. Instead of a pale ale, Blue Moon is the layer underneath the Guinness. It's very easy to make and one of the best layered beer drinks for beginners. Blue Moon is a very well-known Belgian-style witbier (wheat beer) that has a refreshing citrus note and is highly effervescent, which is why it's a popular choice for summer. That is a complete contrast to the dark, dry Irish stout. If you've been looking for a way to enjoy Guinness on hot days, this is definitely a good option and the way the two beers marry in those middle sips is a very nice surprise.",https://www.thespruceeats.com/thmb/Fwtc4YqdxypkQ3kZBak6-YeSCdw=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/BlackBlue-71577877-56a171655f9b58b7d0bf545c.jpg,"['6 ounces Blue Moon Beer', '6 ounces Guinness Stout']",2
['beer'],black and blue,https://www.thespruceeats.com/black-and-blue-recipe-759592,"['black', 'and', 'blue']","Switch your whiskey out for the Irish variety and you've transformed your Manhattan into a black and red. This is a simple Black Bush cocktail that makes very good use of the upgrade from Bushmills ""Original"" Irish Whiskey. Black Bush is a sweeter Irish whiskey because it has a higher concentration of malt and is aged in former Oloroso sherry casks. It pairs very well with the sweet vermouth (the ""red"") in this recipe. Enjoy this drink for happy hour when you want a nice, relaxing sipper. It also makes an enjoyable dinner cocktail, whether as an aperitif or during the meal. If you are planning an Irish dinner menu, it's a perfect choice.",https://www.thespruceeats.com/thmb/1NfQ0MzgbrKcMiQD1iHi04JZoXI=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/BlackRed-155009559-56a173a85f9b58b7d0bf66f4.jpg,"['1 1/2 ounces Irish whiskey (Bushmills Black Bush)', '3/4 ounce sweet vermouth', '2 dashes bitters', 'Garnish: maraschino cherry']",4
['whiskey'],black and red,https://www.thespruceeats.com/black-and-red-cocktail-recipe-761415,"['black', 'and', 'red']","Can't decide which style of beer to enjoy tonight? Enjoy two completely different brews in the same glass with the popular black and tan. This is the layered beer drink that you can see poured in bars across the United States, and it's very easy to make at home. The black and tan requires two beers: a pale ale (like Bass Ale, Boulevard, or Sierra Nevada) at the bottom and Guinness Stout (or a similar dark stout) on the top. These two beers make perfect ""black and tan"" layers in the glass if they're poured correctly. As you drink it, you'll find the two layers remain separated and that the finish is the complete opposite of the first drink. The black and tan has transformed modern bar taps, which are now often decorated with a ""black and tan spoon."" As you will see, the spoon is the key to creating the layers of this and similar beer drinks.",https://www.thespruceeats.com/thmb/--BMIkeWHDEQjQykKLH_WoV6Ww0=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/black-and-tan-cocktail-recipe-759593-7-5b3fac0cc9e77c0037379852.jpg,"['6 ounces pale ale beer', '6 ounces Guinness Stout Beer']",2
['beer'],black and tan,https://www.thespruceeats.com/black-and-tan-cocktail-recipe-759593,"['black', 'and', 'tan']","The black cat is a simple mixed drink that is perfect for a party, happy hour, or a lazy day on the patio. You can think of it as a spiked cherry cola with a cranberry twist. It's a tasty cocktail for your favorite vodka and incredibly easy to mix up. Ideal for a Halloween party, this is one black cat you won't mind crossing your path! The vodka and cherry brandy are a nice foundation for the cranberry juice and cola. All of the ingredients are relatively inexpensive and common, so it's also a very budget-friendly drink. ",https://www.thespruceeats.com/thmb/xv98TYv0HrKh6TnUDT_EjPXIVJ0=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Black-Cat-Cocktail-5ba2d716c9e77c0057b52e75.jpg,"['1 ounce vodka', '1 ounce cherry brandy', '4 ounces cranberry juice (more or less as needed)', '4 ounces cola (more or less as needed)']",4
['vodka'],black cat,https://www.thespruceeats.com/black-cat-cocktail-recipe-761004,"['black', 'cat']","This is one of my recipes that was created on one of those ""I feel like something different"" days. I originally used Smirnoff's Black Cherry Vodka, which has notes of robust black cherry that are offset with the sweetness of grenadine and a bit of lemon for balance. Smirnoff has since left the black cherry behind for simply 'Cherry Vodka' and that's a disappointment. However, there are a number of other  great black cherry vodkas available and I would now recommend the Effen or Grey Goose options. This is also great served on the rocks, in which case I also like to go tall and top it with ginger ale.",https://www.thespruceeats.com/thmb/M0x-0DyhW65GL9jH8tFHr-ruvZA=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/black-cherry-breezer-56a1705f5f9b58b7d0bf4c14.jpg,"['2 ounces black cherry vodka', '1/4 ounce grenadine', '1 dash lemon juice', 'Garnish: maraschino cherry']",4
['vodka'],black cherry breezer,https://www.thespruceeats.com/black-cherry-breezer-recipe-759595,"['black', 'cherry', 'breezer']","The black magic is a creepy cocktail that features an onyx-colored vodka for a spooky look that tastes great, too. It makes the perfect themed cocktail for a Halloween party when you want something that's tall and refreshing, whether you're serving a crowd or just a few people. This is a very easy recipe that creates a dark soda highball flavored with the sweetness of grenadine--much like a spiked Shirley Temple. For the black vodka, you have two options: use Blavod or make your own. Whichever you choose, it's a fun novelty drink for a party that everyone's sure to enjoy.",https://www.thespruceeats.com/thmb/zWmsmYexAjD6OMOKPy4h2gU3BN0=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/black-magic-cocktail-56a173183df78cf7726abe26.jpg,"['2 ounces black vodka', '1/2 ounce grenadine', '4 ounces lemon-lime soda (or enough to fill)', 'Garnish: maraschino cherry']",4
['vodka'],black magic,https://www.thespruceeats.com/black-magic-cocktail-recipe-761005,"['black', 'magic']","Black as night, the black martini is a great drink for any dark occasion, including a Halloween party. And yet, underneath that mysterious color lies a fruity vodka martini that everyone's sure to enjoy. As you might imagine, there are a number of recipes for a ""black martini"" out there. This one uses orange liqueur to complement the vodka-raspberry mix, so the taste is amazing. Specifically, you'll want to use blue curacao for the orange liqueur. When it mixes with the purple-red of a raspberry liqueur like Chambord, it creates a deep, dark color that makes this martini stand out.",https://www.thespruceeats.com/thmb/oaLPEY-9fSdYe14l11a8eWwavfw=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/black-martini-recipes-761006-hero-01-4f54e877b13748caab8bd3cb653b03c0.jpg,"['2 ounces vodka', '1 ounce blue curacao', '1/2 ounce black raspberry liqueur', 'Garnish: lemon twist', 'Optional: food coloring']",5
['vodka'],black martini,https://www.thespruceeats.com/black-martini-recipes-761006,"['black', 'martini']","When it comes to simple and satisfying cocktails, few can beat the black Russian. This popular lowball is enjoyed worldwide and the combination of vodka with a coffee liqueur creates a pleasant and irresistible drink. The black Russian is so well-known that it should be among the first cocktails that every aspiring bartender commits to memory. While you're at it, be sure to learn how to make the white Russian as well. There is not much to the black Russian recipe and it's on of those incredibly easy drinks that anyone can mix up. You will simply pour your favorite vodka and coffee liqueur (typically Kahlua) over ice, stir, and serve. Despite its simplicity, there are a few things that you can do to enhance the black Russian.",https://www.thespruceeats.com/thmb/yNaxvGx-alO9WPsD-0Y2hWG-aT8=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/_black-russian-cocktail-recipe-759597-hero-01-5bca32e7c9e77c0051b6b477.jpg,"['1 1/2 ounces vodka', '3/4 ounce coffee liqueur', 'Optional: maraschino cherries']",3
['vodka'],black russian,https://www.thespruceeats.com/black-russian-cocktail-recipe-759597,"['black', 'russian']","The black velvet is an interesting mixed drink that combines   Champagne and dark beer in a single glass. One may think this an unlikely combination but it's actually quite good. It has been around for a very long time and may even be the original beer mixed drink! Supposedly, the black velvet was created by a London steward. It was served while the country was in mourning over the 1861 death of Queen Victoria's husband, Prince Albert. For the stout, Guinness Extra Stout is an excellent choice and the most common beer poured in this cocktail. If you're careful while pouring it, you can get the two ingredients to create the beautiful layers of pale sparkling wine with a thick black top and foamy head. It can be helpful to use the bartender's floating trick by pouring the beer over the back of a bar spoon to disrupt the flow. It's the secret behind other layered beer drinks like the black and tan. The drink has been such a hit over the years that it has inspired a few companies to bottle similar mixes over the years. However, it's rare that these last long on the market. That's not really a surprise because it's such an easy mix that anyone can pull off at home.",https://www.thespruceeats.com/thmb/sVjHqc25lMlJZm1Q5NWmC70mWmc=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Guinness-BlackVelvet-298ac9d4e1bc4618819ee218a41708ef.jpg,"['4 ounces Champagne (chilled)', '4 ounces stout (chilled)']",2
"['beer', 'champagne']",black velvet,https://www.thespruceeats.com/black-velvet-recipe-759594,"['black', 'velvet']","The black widow is Blavod Vodka's answer to a Cape Codder. It opts for a dark-colored vodka in this straightforward vodka-cranberry drink, which adds an eerie effect that is perfect for Halloween parties. If Blavod is not your vodka of choice or you can't find it, you can always make your own black vodka using whichever brand you prefer. There are also two ways to construct the drink. One is to float the vodka on top of the cranberry, which may not always work if you go with the DIY black vodka. The second option is to create a swirling cloud of black vodka by drizzling it into the juice. With either option, the effect will be lost once the drink is stirred, but it is a fun look for a few minutes.",https://www.thespruceeats.com/thmb/x6sUW0tWo8IxHGQ4ipYgf-0PJZk=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/black-widow-recipe-761008-hero-01-070706a180d04aec9b6736fa1d1f3c19.jpg,"['2 ounces Blavod Vodka', '3 ounces cranberry juice']",2
['vodka'],black widow,https://www.thespruceeats.com/black-widow-recipe-761008,"['black', 'widow']","The Irishman is a single malt Irish whiskey that deserves more attention than it gets. In the blackberry malt, this fine whiskey is paired with fresh fruits, something that doesn't happen often in Irish whiskey cocktails. It's a shame, really, but if there is a cocktail that can start a trend, this is it. The apricot and vanilla notes of this whiskey are a perfect complement to the fresh blackberries and add to the drink's refreshing qualities. It's perfect in spring and summer and can work for any occasion, including a backyard barbecue.",https://www.thespruceeats.com/thmb/04y26jQgOHPaGfjV40OYdTuk7k0=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/BlackberryMalt-149770747-56a170e45f9b58b7d0bf4fdd.jpg,"['4-5 blackberries (fresh)', '3/4 ounce simple syrup', '1 3/4 ounces Irish whiskey (The Irishman Single Malt)', '3/4 ounce lime juice (fresh)', '3 1/2 ounces sparkling water (or enough to fill the glass)', 'Garnish: lemon peel']",6
['whiskey'],blackberry malt,https://www.thespruceeats.com/blackberry-malt-cocktail-recipe-759138,"['blackberry', 'malt']","Brockmans Gin follows a style of gin that backs off on the spirit's signature juniper and focuses on a fruit flavor instead. In this case, it's blueberries and blackberries and the blackberry sidecar recipe plays up that flavor profile to create a delightful take on the popular sidecar. The cocktail is quite simple and follows the basic sour drink formula. Gin is a nice foundation for the sweet and sour combination of triple sec and lemon juice. Adding fresh blackberries gives it a wonderful dimension and the plum bitters finish it off perfectly. It all comes together quickly, creating a delicious summertime cocktail that you'll want to mix up more than once.",https://www.thespruceeats.com/thmb/e3FHuX3DrkrYIU6Wu4jzP8SLuWk=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Brockmans-Blackberry-Sidecar-56ebf8813df78cb4b980f040.jpg,"['4 blackberries', '3/4 ounce triple sec', '1/2 ounce lemon juice (fresh)', '1 1/2 ounces gin (Brockmans Gin)', '1 dash plum bitters', 'Garnish: lemon twist']",6
